xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Definition_gesplittet	Konzept	Lemma_gemappt	Konzept_Lemma	Def_kurz_gemappt	Konzept_Def_kurz	Def_lang_gemappt	Def_lang_ungemappt	Konzept_Def_lang	Konzept_gemappt
PB02931	pfiffeln	pfiffeln	Verb	2	ein kleines Glas Wein trinken	['ein kleines Glas Wein trinken']	Trinken.Alkohol_trinken								
PB02932	pfiffen	pfiffen	Verb	-	ein kleines Glas Wein trinken	['ein kleines Glas Wein trinken']	Trinken.Alkohol_trinken								
PB03816	pitschen	pitschen	Verb	1	trinken	['trinken']	Trinken.Alkohol_trinken			trinken	Trinken				Trinken
PB03948	plämpern	plämpern	Verb	-	oft trinken	['oft trinken']	Trinken.Häufig_lange_trinken								
PB04011	blasen	blasen	Verb	3	einen trinken	['einen trinken']	Trinken.Alkohol_trinken								
PB04398	blitzen	blitzen	Verb	x'1.2d	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PB06369	prosten	prosten	Verb	1	trinken	['trinken']	Trinken.Alkohol_trinken			trinken	Trinken				Trinken
PB06370	prostern	prostern	Verb	-	trinken	['trinken']	Trinken.Alkohol_trinken			trinken	Trinken				Trinken
PB07095	büffeln	büffeln	Verb	2	trinken	['trinken']	Trinken.Alkohol_trinken			trinken	Trinken				Trinken
PB07098	büffen	büffen	Verb	2	einen trinken	['einen trinken']	Trinken.Alkohol_trinken								
PB07195	pulvern, pülvern	pulvern, pülvern	Verb	3	einen trinken	['einen trinken']	Trinken.Alkohol_trinken								
PB07266	pumpen	pumpen	Verb	1b	einen trinken	['einen trinken']	Trinken.Alkohol_trinken								
PB07289	bumpsen, bumsen	bumpsen, bumsen	Verb	3	ein Glas Wein trinken	['ein Glas Wein trinken']	Trinken.Alkohol_trinken								
PB07510	bürsten	bürsten	Verb	2	trinken, zechen	['trinken', 'zechen']	Trinken.Alkohol_trinken					trinken; zechen		Trinken; Trinken.Alkohol_trinken	Trinken; Trinken.Alkohol_trinken
PD00646	tanken	tanken	Verb	2	trinken (vom Alkohol)	['trinken (vom Alkohol)']	Trinken.Alkohol_trinken								
PD00850	daran-gießen	darangießen	Verb	-	einen Schoppen, ein Gläschen u.ä. trinken	['einen Schoppen', 'ein Gläschen u.ä. trinken']	Trinken.Alkohol_trinken								
PD00873	daran-schütten	daranschütten	Verb	2	einen Schoppen trinken	['einen Schoppen trinken']	Trinken.Alkohol_trinken								
PD01207	tätschern	tätschern	Verb	-	trinken	['trinken']	Trinken.Alkohol_trinken			trinken	Trinken				Trinken
PD01473	dawider-schütten	dawiderschütten	Verb	-	einen trinken	['einen trinken']	Trinken.Alkohol_trinken								
PD02843	tönen	tönen	Verb	2	tüchtig, viel trinken	['tüchtig', 'viel trinken']	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken								
PD03186	torschen	torschen	Verb	-	tüchtig trinken	['tüchtig trinken']	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken								
PD03599	tränken	tränken	Verb	1c	trinken	['trinken']	Trinken.Alkohol_trinken			trinken	Trinken				Trinken
PD04435	trinken	trinken	Verb	1a	Flüssigkeit zu sich nehmen	['Flüssigkeit zu sich nehmen']	Trinken	trinken	Trinken						Trinken; 
PD04435	trinken	trinken	Verb	1b	regelmäßig und zuviel Alkohol trinken	['regelmäßig und zuviel Alkohol trinken']	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken	trinken	Trinken						Trinken; 
PD04751	trudeln	trudeln	Verb	2.2	trinken	['trinken']	Trinken.Alkohol_trinken			trinken	Trinken				Trinken
PD04968	dudeln	dudeln	Verb	2	(Alkohol) trinken	['(Alkohol) trinken']	Trinken.Alkohol_trinken								
PD05009	dulfen	dulfen	Verb	2c	übermäßig trinken	['übermäßig trinken']	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken								
PD05031	tulpen	tulpen	Verb	-	(Alkohol) trinken	['(Alkohol) trinken']	Trinken.Alkohol_trinken								
PD05457	durch-saufen	durchsaufen	Verb	-	einen Zeitraum hindurch unmäßig trinken	['einen Zeitraum hindurch unmäßig trinken']	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken								
PD05551	durch-zechen	durchzechen	Verb	-	lange Zeit zechen	['lange Zeit zechen']	Trinken.Alkohol_trinken; Trinken.Häufig_lange_trinken								
PD05716	dürsten, dursten	dürsten, dursten	Verb	-	dürsten, dursten	['dürsten', 'dursten']	Durst								
PD05778	tutchen	tutchen	Verb	x	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PD05783	tuten	tuten	Verb	2	tüchtig trinken	['tüchtig trinken']	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken								
PD05792	tutern	tutern	Verb	-	saufen	['saufen']	Trinken.Alkohol_trinken			saufen	Trinken.Alkohol_trinken				Trinken.Alkohol_trinken
PE00499	ein-binden	einbinden	Verb	3	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PE00686	ein-läppern	einläppern	Verb	-	in kleinen Schlucken trinken	['in kleinen Schlucken trinken']	Trinken.Langsam_kleine_Mengen_trinken								
PE00745	ein-nehmen	einnehmen	Verb	2b	Alkohol trinken	['Alkohol trinken']	Trinken.Alkohol_trinken								
PE00863	ein-schlürfen	einschlürfen	Verb	-	einschlürfen	['einschlürfen']	Trinken.Geräuschvoll_trinken			einschlürfen	kein_Trinken				kein_Trinken
PE00983	ein-tun	eintun	Verb	x'1.2a	einen Rausch antrinken	['einen Rausch antrinken']	Trinken.Alkohol_trinken								
PE01003	ein-wärmen	einwärmen	Verb	3	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PE01015	ein-wickeln	einwickeln	Verb	2c	einen über den Durst trinken	['einen über den Durst trinken']	Trinken.Alkohol_trinken								
PE02364	exen	exen	Verb	-	auf einen Zug austrinken	['auf einen Zug austrinken']	Trinken.Austrinken								
PF01241	ver-bürsten	verbürsten	Verb	-	trinkend vergeuden	['trinkend vergeuden']	Trinken.Alkohol_trinken								
PF01305	ver-drücken	verdrücken	Verb	2b	einen Schoppen trinken	['einen Schoppen trinken']	Trinken.Alkohol_trinken								
PF01323	ver-dursteln	verdursteln	Verb	-	zur Löschung des Durstes verbrauchen	['zur Löschung des Durstes verbrauchen']	Trinken								
PF01484	ver-haften	verhaften	Verb	2b	austrinken	['austrinken']	Trinken.Alkohol_trinken;Trinken.Austrinken			austrinken	Trinken.Austrinken				Trinken.Austrinken
PF01615	ver-kasematukeln	verkasematukeln	Verb	-	einen Schoppen, einen Schnaps trinken	['einen Schoppen', 'einen Schnaps trinken']	Trinken.Alkohol_trinken								
PF01749	ver-kümmeln	verkümmeln	Verb	1b	durchbringen, vertrinken	['durchbringen', 'vertrinken']	Trinken.Alkohol_trinken								
PF01791	ver-lechen	verlechen	Verb	x2	sehr durstig sein (vom Menschen)	['sehr durstig sein (vom Menschen)']	Durst								
PF01792	ver-lechern	verlechern	Verb	2	sehr durstig sein (vom Menschen)	['sehr durstig sein (vom Menschen)']	Durst								
PF01844	ver-löten	verlöten	Verb	-	einen (Schoppen) trinken	['einen (Schoppen) trinken']	Trinken.Alkohol_trinken	verlöten	Trinken.Alkohol_trinken						Trinken.Alkohol_trinken; 
PF02001	ver-pfetzen	verpfetzen	Verb	2	vertrinken	['vertrinken']	Trinken.Alkohol_trinken			vertrinken	kein_Trinken				kein_Trinken
PF02014	ver-pitschen	verpitschen	Verb	1	vertrinken	['vertrinken']	Trinken.Alkohol_trinken	verpitschen	Trinken.Alkohol_trinken	vertrinken	kein_Trinken				Trinken.Alkohol_trinken; kein_Trinken
PF02140	ver-salzen	versalzen	Verb	x3	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PF02146	ver-saufen	versaufen	Verb	1.1a	vertrinken	['vertrinken']	Trinken.Alkohol_trinken			vertrinken	kein_Trinken				kein_Trinken
PF02165	ver-schaskenen	verschaskenen	Verb	-	mit Trinken vergeuden	['mit Trinken vergeuden']	Trinken.Alkohol_trinken								
PF02235	ver-schmieren	verschmieren	Verb	1b'a	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PF02311	ver-schwinden	verschwinden	Verb	3a	einen trinken	['einen trinken']	Trinken.Alkohol_trinken								
PF02320	ver-seibeln	verseibeln	Verb	2	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PF02350	ver-sohlen	versohlen	Verb	2b	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PF03326	firnzen	firnzen	Verb	-	einen trinken, schlagen	['einen trinken', 'schlagen']	Trinken.Alkohol_trinken								
PF04250	voll-laufen	volllaufen	Verb	2	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PF04269	voll-saufen	vollsaufen	Verb	1	sich satttrinken	['sich satttrinken']	Trinken								
PF04269	voll-saufen	vollsaufen	Verb	2	sich besinnungslos betrinken	['sich besinnungslos betrinken']	Trinken.Alkohol_trinken								
PF04279	voll-trinken	volltrinken	Verb	-	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PG01867	ge-nehmigen	genehmigen	Verb	-	sich einen Schoppen Wein, einen Schnaps genehmigen	['sich einen Schoppen Wein', 'einen Schnaps genehmigen']	Trinken.Alkohol_trinken	genehmigen	Trinken.Alkohol_trinken						Trinken.Alkohol_trinken; 
PG03401	gluckeln	gluckeln	Verb	-	Schnaps trinken	['Schnaps trinken']	Trinken.Alkohol_trinken								
PG03403	glucken	glucken	Verb	2	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PG03410	gluckern	gluckern	Verb	1	hastig trinken	['hastig trinken']	Trinken.Schnell_große_Mengen_trinken								
PG03417	glucksen	glucksen	Verb	2d'a	gierig und deutlich vernehmbar trinken	['gierig und deutlich vernehmbar trinken']	Trinken.Schnell_große_Mengen_trinken;Trinken.Geräuschvoll_trinken								
PG03657	gorzen	gorzen	Verb	x1	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PH00595	halb-schöpperln	halbschöpperln	Verb	-	einen Halbschoppen nach dem anderen trinken	['einen Halbschoppen nach dem anderen trinken']	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken								
PH01966	heben	heben	Verb	I2c	einen Schoppen, einen Schnaps trinken	['einen Schoppen', 'einen Schnaps trinken']	Trinken.Alkohol_trinken	heben	Trinken.Alkohol_trinken						Trinken.Alkohol_trinken; 
PH02402	heim-tun	heimtun	Verb	2c	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PH03728	herum-saufen	herumsaufen	Verb	-	auf anderer Kosten trinken	['auf anderer Kosten trinken']	Trinken								
PH03867	herum-trinken	herumtrinken	Verb	-	reihum trinken auf jemandes Wohl	['reihum trinken auf jemandes Wohl']	Trinken								
PH03915	herum-zipfeln	herumzipfeln	Verb	-	langsam trinken	['langsam trinken']	Trinken.Langsam_kleine_Mengen_trinken								
PH04041	herunter-stürzen	herunterstürzen	Verb	3	trinken	['trinken']	Trinken.Schnell_große_Mengen_trinken			trinken	Trinken				Trinken
PH04921	hinein-schlurpsen	hineinschlurpsen	Verb	2	schlürfend trinken	['schlürfend trinken']	Trinken.Geräuschvoll_trinken								
PH05378	hinunter-bürsten	hinunterbürsten	Verb	-	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PH05379	hinunter-drehen	hinunterdrehen	Verb	2	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PH05394	hinunter-gießen	hinuntergießen	Verb	-	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PH05396	hinunter-gluckern	hinuntergluckern	Verb	-	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PH05402	hinunter-jagen	hinunterjagen	Verb	-	rasch trinken	['rasch trinken']	Trinken.Schnell_große_Mengen_trinken								
PH05411	hinunter-läppern	hinunterläppern	Verb	-	schlürfend trinken	['schlürfend trinken']	Trinken.Geräuschvoll_trinken								
PH05414	hinunter-leeren	hinunterleeren	Verb	-	trinken	['trinken']	Trinken.Austrinken			trinken	Trinken				Trinken
PH05440	hinunter-schlenkern	hinunterschlenkern	Verb	-	schnell trinken	['schnell trinken']	Trinken.Schnell_große_Mengen_trinken								
PH05444	hinunter-schlückern	hinunterschlückern	Verb	-	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PH05447	hinunter-schlurpsen	hinunterschlurpsen	Verb	-	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PH05451	hinunter-schütten	hinunterschütten	Verb	2	schnell trinken	['schnell trinken']	Trinken.Schnell_große_Mengen_trinken								
PH05461	hinunter-stürzen	hinunterstürzen	Verb	2	trinken	['trinken']	Trinken.Schnell_große_Mengen_trinken			trinken	Trinken				Trinken
PI00066	illuminieren	illuminieren	Verb	-	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PI00306	itzen	itzen	Verb	x	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PJ00431	juckeln	juckeln	Verb	I1a'd	in kleinen Schlucken trinken	['in kleinen Schlucken trinken']	Trinken.Langsam_kleine_Mengen_trinken								
PK00014	kacheln	kacheln	Verb	-	viel trinken	['viel trinken']	Trinken.Schnell_große_Mengen_trinken								
PK01997	kippen	kippen	Verb	1.2b	ein Glas Schnaps trinken	['ein Glas Schnaps trinken']	Trinken.Alkohol_trinken								
PK02440	klappern, kläppern	klappern, kläppern	Verb	2b	einen Schoppen trinken	['einen Schoppen trinken']	Trinken.Alkohol_trinken								
PK03154	kneipen	kneipen	Verb	1	zechen	['zechen']	Trinken.Alkohol_trinken			zechen	Trinken.Alkohol_trinken				Trinken.Alkohol_trinken
PK03370	knorksen	knorksen	Verb	-	einen trinken	['einen trinken']	Trinken.Alkohol_trinken								
PK04001	köpfen	köpfen	Verb	1c'g	eine Flasche Wein austrinken	['eine Flasche Wein austrinken']	Trinken.Alkohol_trinken;Trinken.Austrinken								
PL00111	laden	laden	Verb	1.2a	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PL00166	lageln	lageln	Verb	-	einen trinken	['einen trinken']	Trinken.Alkohol_trinken								
PL00511	lappchen	lappchen	Verb	-	in großen Zügen trinken	['in großen Zügen trinken']	Trinken.Schnell_große_Mengen_trinken								
PL00518	läppeln	läppeln	Verb	1b	einen trinken	['einen trinken']	Trinken.Alkohol_trinken								
PL00518	läppeln	läppeln	Verb	1a	in kleinen Schlucken trinken, nippen	['in kleinen Schlucken trinken', 'nippen']	Trinken.Langsam_kleine_Mengen_trinken					in kleinen Schlucken trinken; nippen		Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken
PL00532	lappern	lappern	Verb	2	in wiederholten kleinen Zügen (langsam) Flüssigkeit zu sich nehmen, nippen	['in wiederholten kleinen Zügen (langsam) Flüssigkeit zu sich nehmen', 'nippen']	Trinken.Langsam_kleine_Mengen_trinken; Trinken.Häufig_lange_trinken					nippen	in wiederholten kleinen Zügen (langsam) Flüssigkeit zu sich nehmen	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken
PL00533	läppern	läppern	Verb	1c	einen trinken, gern trinken	['einen trinken', 'gern trinken']	Trinken.Alkohol_trinken								
PL00533	läppern	läppern	Verb	1a	in wiederholten kleinen Zügen (langsam) Flüssigkeit zu sich nehmen, nippen	['in wiederholten kleinen Zügen (langsam) Flüssigkeit zu sich nehmen', 'nippen']	Trinken.Langsam_kleine_Mengen_trinken; Trinken.Häufig_lange_trinken					nippen	in wiederholten kleinen Zügen (langsam) Flüssigkeit zu sich nehmen	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken
PL00555	lappsen	lappsen	Verb	-	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PL01024	lechern	lechern	Verb	1.2a	dürsten	['dürsten']	Durst			dürsten	kein_Trinken				kein_Trinken
PL01076	ledern	ledern	Verb	3a	Flüssigkeit zu sich nehmen	['Flüssigkeit zu sich nehmen']	Trinken								
PL01110	leer-saufen	leersaufen	Verb	-	leersaufen	['leersaufen']	Trinken.Austrinken			leersaufen	kein_Trinken				kein_Trinken
PL01112	leer-trinken	leertrinken	Verb	-	leertrinken	['leertrinken']	Trinken.Austrinken	leertrinken	Trinken.Austrinken	leertrinken	Trinken.Austrinken				Trinken.Austrinken
PL01896	liefern	liefern	Verb	2d	trinken	['trinken']	Trinken.Alkohol_trinken			trinken	Trinken				Trinken
PL02239	löschen	löschen	Verb	2	Durst stillen	['Durst stillen']	Trinken								
PL02325	lotteln	lotteln	Verb	3	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PL02385	luckern	luckern	Verb	-	einen trinken	['einen trinken']	Trinken.Alkohol_trinken								
PL02520	lumpen	lumpen	Verb	1	einen über den Durst trinken, zechen	['einen über den Durst trinken', 'zechen']	Trinken.Alkohol_trinken					einen über den Durst trinken; zechen		Trinken.Alkohol_trinken	Trinken.Alkohol_trinken
PL02629	lupfen, lüpfen	lupfen, lüpfen	Verb	2a	einen trinken	['einen trinken']	Trinken.Alkohol_trinken								
PL02631	lüpfsen	lüpfsen	Verb	-	Schnaps trinken	['Schnaps trinken']	Trinken.Alkohol_trinken								
PL02668	lutschen	lutschen	Verb	2	in kleinen Schlucken trinken, nippen	['in kleinen Schlucken trinken', 'nippen']	Trinken.Langsam_kleine_Mengen_trinken					in kleinen Schlucken trinken; nippen		Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken
PM00011	machen	machen	Verb	4i	einen trinken	['einen trinken']	Trinken.Alkohol_trinken								
PM00202	mahlen	mahlen	Verb	2	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PM02313	mit-saufen	mitsaufen	Verb	-	mit jemandem aus einem Gefäß trinken, an einem Trinkgelage teilnehmen	['mit jemandem aus einem Gefäß trinken', 'an einem Trinkgelage teilnehmen']	Trinken								
PM02432	mit-trinken	mittrinken	Verb	-	am Trinken teilnehmen	['am Trinken teilnehmen']	Trinken								
PM02444	mit-zechen	mitzechen	Verb	-	mitzechen	['mitzechen']	Trinken.Alkohol_trinken			mitzechen	kein_Trinken				kein_Trinken
PN00295	nach-trinken	nachtrinken	Verb	-	(nach einem anderen) aus demselben Gefäß trinken	['(nach einem anderen) aus demselben Gefäß trinken']	Trinken								
PN00843	nehmen	nehmen	Verb	4b	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PN01230	nippeln	nippeln	Verb	-	langsam, in kleinen Schlücken, mit Genuß trinken	['langsam', 'in kleinen Schlücken', 'mit Genuß trinken']	Trinken.Langsam_kleine_Mengen_trinken								
PN01231	nippen	nippen	Verb	1	langsam, in kleinen Schlücken, mit Genuß trinken	['langsam', 'in kleinen Schlücken', 'mit Genuß trinken']	Trinken.Langsam_kleine_Mengen_trinken	nippen	Trinken.Langsam_kleine_Mengen_trinken						Trinken.Langsam_kleine_Mengen_trinken; 
PN01389	nuckeln	nuckeln	Verb	1b	trinken	['trinken']	Trinken	nuckeln	Trinken	trinken	Trinken				Trinken
PN01451	nussen	nussen	Verb	2	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PR02262	rösten, rosten	rösten, rosten	Verb	2b	einen trinken	['einen trinken']	Trinken.Alkohol_trinken								
PR02848	rupfen	rupfen	Verb	2g	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PS00895	säufeln	säufeln	Verb	-	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PS00897	saufen	saufen	Verb	2a	im Übermaß Alkohol trinken, sich betrinken	['im Übermaß Alkohol trinken', 'sich betrinken']	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	saufen	Trinken.Alkohol_trinken			sich betrinken	im Übermaß Alkohol trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken
PS00897	saufen	saufen	Verb	2b	(derb) trinken, bes. gierig, ungesittet trinken	['(derb) trinken', 'bes. gierig', 'ungesittet trinken']	Trinken.Schnell_große_Mengen_trinken	saufen	Trinken.Alkohol_trinken						Trinken.Alkohol_trinken; 
PS01844	schaskeln	schaskeln	Verb	-	(alkoholische Getränke) trinken, sich dem Trinken ergeben	['(alkoholische Getränke) trinken', 'sich dem Trinken ergeben']	Trinken.Alkohol_trinken								
PS01845	schaskenen	schaskenen	Verb	-	(alkoholische Getränke) trinken, sich dem Trinken ergeben	['(alkoholische Getränke) trinken', 'sich dem Trinken ergeben']	Trinken.Alkohol_trinken								
PS01847	schaskern	schaskern	Verb	-	(alkoholische Getränke) trinken, sich dem Trinken ergeben	['(alkoholische Getränke) trinken', 'sich dem Trinken ergeben']	Trinken.Alkohol_trinken								
PS02374	schießen	schießen	Verb	2d	Schnaps trinken	['Schnaps trinken']	Trinken.Alkohol_trinken								
PS02634	schlachten	schlachten	Verb	3	einen schlachten = einen trinken	['einen schlachten = einen trinken']	Trinken.Alkohol_trinken								
PS02992	schlauchen, schläuchen	schlauchen, schläuchen	Verb	1b	einen trinken	['einen trinken']	Trinken.Alkohol_trinken								
PS03228	schlenkern	schlenkern	Verb	3a	trinken, einen trinken	['trinken', 'einen trinken']	Trinken.Alkohol_trinken					trinken	einen trinken	Trinken	Trinken
PS03523	schluckern	schluckern	Verb	1	häufig, wiederholt trinken	['häufig', 'wiederholt trinken']	Trinken.Häufig_lange_trinken								
PS03591	schluppchen	schluppchen	Verb	x2	schluckweise trinken	['schluckweise trinken']	Trinken.Langsam_kleine_Mengen_trinken								
PS03596	schlürfeln	schlürfeln	Verb	-	in kleinen Schlucken trinken, nippen	['in kleinen Schlucken trinken', 'nippen']	Trinken.Langsam_kleine_Mengen_trinken					in kleinen Schlucken trinken; nippen		Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken
PS03646	schlutzern	schlutzern	Verb	2	(in kleinen Schlucken, schlürfend) trinken	['(in kleinen Schlucken', 'schlürfend) trinken']	Trinken.Langsam_kleine_Mengen_trinken;Trinken.Geräuschvoll_trinken								
