xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Definition_gesplittet	Konzept	Lemma_gemappt	Konzept_Lemma	Def_kurz_gemappt	Konzept_Def_kurz	Def_lang_gemappt	Def_lang_ungemappt	Konzept_Def_lang	Konzept_gemappt
PW01814	Wein-suppe	Weinsuppe	Substantiv	2	der gärende Most	['der gärende Most']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PW01819	Wein-trub	Weintrub	Substantiv	-	der durch die Hefe getrübte letzte Wein im Faß	['der durch die Hefe getrübte letzte Wein im Faß']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PW01870	Weiß-bier	Weißbier	Substantiv	-	helles Bier, Weizenbier	['helles Bier', 'Weizenbier']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Weißbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier						Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; 
PW01899	Weiß-herbst	Weißherbst	Substantiv	2	rötlicher Wein aus roten oder blauen Trauben	['rötlicher Wein aus roten oder blauen Trauben']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PW01942	Weiß-wein	Weißwein	Substantiv	-	heller Wein	['heller Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Weißwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein						Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; 
PW01983	Weizen-bier	Weizenbier	Substantiv	-	mit Gersten- und Weizenmalz gebrautes Bier	['mit Gersten- und Weizenmalz gebrautes Bier']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier								
PW02221	Wermut	Wermut	Substantiv	2	mit Wermut 1b hergestelltes bitteres alkoholisches Getränk	['mit Wermut 1b hergestelltes bitteres alkoholisches Getränk']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PW02528	Wieder-täufer	Wiedertäufer	Substantiv		saurer Wein	['saurer Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PW02762	Wilhelm	Wilhelm	Substantiv	3	Schnaps aus Williams Christbirnen	['Schnaps aus Williams Christbirnen']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PW03280	Witwen-macher	Witwenmacher	Substantiv	-	aus Traubenrückständen hergestellter Wein, Haustrunk	['aus Traubenrückständen hergestellter Wein', 'Haustrunk']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PW03430	Wolfs-tee	Wolfstee	Substantiv	-	Tee von der Königskerze	['Tee von der Königskerze']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee								
PW03707	Wupp-dich	Wuppdich	Substantiv	2b	Branntwein, Schnaps allgemein	['Branntwein', 'Schnaps allgemein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose					Branntwein	Schnaps allgemein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose
PW03707	Wupp-dich	Wuppdich	Substantiv	2a	ein Schluck oder ein Gläschen Branntwein	['ein Schluck oder ein Gläschen Branntwein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose								
PW03721	Wurf	Wurf	Substantiv	2f	kleines Trinkglas, bzw. dessen Inhalt	['kleines Trinkglas', 'bzw. dessen Inhalt']	Getränk								
PXXX	Glüh-wein	Glühwein	Substantiv	-	Glühwein	['Glühwein']	Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	Glühwein	Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	Glühwein	Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk				Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk
PZ00283	Zecherei	Zecherei	Substantiv	-	ausgiebiges Trinken im Gasthaus	['ausgiebiges Trinken im Gasthaus']	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken								
PZ00285	Zech-gelage	Zechgelage	Substantiv	-	Besäufnis in geselliger Runde	['Besäufnis in geselliger Runde']	Trinken.Alkohol_trinken								
PZ00541	Zichorie	Zichorie	Substantiv	2a	fürbende Kaffeezusatz, -ersatz und das daraus gewonnene Getränk	['fürbende Kaffeezusatz', '-ersatz und das daraus gewonnene Getränk']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee								
PZ00542	Zichorie-brühe	Zichoriebrühe	Substantiv	-	schlechter, dünner Kaffee	['schlechter', 'dünner Kaffee']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee								
PZ00545	Zichorie-kaffee	Zichoriekaffee	Substantiv	-	Getränk aus bzw. mit Zichorienwurzel	['Getränk aus bzw. mit Zichorienwurzel']	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee								
PZ00649	Ziel-wasser	Zielwasser	Substantiv	-	Wein	['Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Zielwasser	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein				Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein
PZ00892	Zitronen-saft	Zitronensaft	Substantiv	-	Flüssigkeit der Zitrone und das daraus bereitete Getränk	['Flüssigkeit der Zitrone und das daraus bereitete Getränk']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft								
PZ00893	Zitronen-wasser	Zitronenwasser	Substantiv	-	mit Zitronensaft gemischtes Wasser	['mit Zitronensaft gemischtes Wasser']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink								
PZ01090	Zucker-brühe	Zuckerbrühe	Substantiv	-	verzuckerter Wein	['verzuckerter Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PZ01151	Zucker-wasser	Zuckerwasser	Substantiv	1a	mit Zucker und Wasser angerührtes Getränk	['mit Zucker und Wasser angerührtes Getränk']	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Zuckerwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink						Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink; 
PZ01154	Zucker-wein	Zuckerwein	Substantiv	-	(nur im Sommertagslied): Bezeichnung für süßen Wein	['(nur im Sommertagslied): Bezeichnung für süßen Wein']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
PZ02137	Zwockel-wein	Zwockelwein	Substantiv	-	Wein, der in Bayern gewachsen ist	['Wein, der in Bayern gewachsen ist']	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein								
EG01147	gutteren	gutteren	Verb	1.	aus einem Fläschchen trinken	['aus einem Fläschchen trinken']	Trinken								
EG01325	gluckeren	gluckeren	Verb		schlürfen, trinken	['schlürfen', 'trinken']	Trinken.Geräuschvoll_trinken					schlürfen; trinken		Trinken; Trinken.Geräuschvoll_trinken	Trinken; Trinken.Geräuschvoll_trinken
EG01330	glucklen	glucklen	Verb	2.	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
EH01203	hüpperen	hüpperen	Verb	4.	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
EK01581	klëmmen 	klëmmen	Verb	3.	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
EK01653	klepfen	klepfen	Verb	4.	wegschnappen, verzehren (Obst; eine Flasche Wein)	['wegschnappen', 'verzehren (Obst', 'eine Flasche Wein)']	Trinken.Alkohol_trinken								
EK01662	klopfen	klopfen	Verb	1.	schlagen, hämmern; mit dem Glase auf den Tisch klopfen, wenn man im Wirtshaus noch etwas wünscht; trinken	['schlagen', 'hämmern', 'mit dem Glase auf den Tisch klopfen', 'wenn man im Wirtshaus noch etwas wünscht', 'trinken']	Trinken					trinken	schlagen; hämmern; mit dem Glase auf den Tisch klopfen; wenn man im Wirtshaus noch etwas wünscht	Trinken	Trinken
EL00173	verlëchen 	verlëchen	Verb	2.	austrocknen, verschmachten vor Durst	['austrocknen', 'verschmachten vor Durst']	Durst								
EL00740	lällen	lällen	Verb	1.	lechzen vor Hitze und Durst, von Hunden, Rindern, Federvieh, zuweilen übtr. auch vom Menschen gesagt: vor Durst die Zunge heraushängen lassen	['lechzen vor Hitze und Durst', 'von Hunden', 'Rindern', 'Federvieh', 'zuweilen übtr. auch vom Menschen gesagt: vor Durst die Zunge heraushängen lassen']	Durst								
EL01062	läppelen	läppelen	Verb	2.	saufen (vom Hund)	['saufen (vom Hund)']	Trinken								
EL01062	läppelen	läppelen	Verb	1.	trinken mit dem Nebengedanken des Behaglichen, Langsamen	['trinken mit dem Nebengedanken des Behaglichen', 'Langsamen']	Trinken.Langsam_kleine_Mengen_trinken								
EL01063	läpperen	läpperen	Verb	1.	schlürfen, schlappern (von Hunden); langsam und behaglich, langsam trinken	['schlürfen', 'schlappern (von Hunden)', 'langsam und behaglich', 'langsam trinken']	Trinken.Geräuschvoll_trinken; Trinken.Langsam_kleine_Mengen_trinken 					schlürfen	schlappern (von Hunden); langsam und behaglich; langsam trinken	Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken
EL01080	lipplen	lipplen	Verb	2.	saufen (von der Katze)	['saufen (von der Katze)']	Trinken								
EL01367	leschen	leschen	Verb	1.	löschen (Feuer, Durst, Staub)	['löschen (Feuer', 'Durst', 'Staub)']	Trinken					Durst	löschen (Feuer; Staub)	Durst	Durst
EM00633	mëmm(e)len	mëmmelen, mëmmlen	Verb	1.	in der Kindersprache trinken	['in der Kindersprache trinken']	Trinken								
EM00633	mëmm(e)len	mëmmelen, mëmmlen	Verb	2.	behaglich und in kleinen Zügen wiederholt trinken, von älteren Leuten und von Gewohnheitstrinkern	['behaglich und in kleinen Zügen wiederholt trinken', 'von älteren Leuten und von Gewohnheitstrinkern']	Trinken.Langsam_kleine_Mengen_trinken								
EP00137	bëcheren	bëcheren	Verb		zechen, pokulieren, tüchtig trinken	['zechen', 'pokulieren', 'tüchtig trinken']	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken					zechen	pokulieren; tüchtig trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken
EP00228	büchsen	büchsen	Verb	2.	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
EP00295	bafen, bäfen	bafen, bäfen	Verb	2.	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
EP00297	baferen, bäferen	baferen, bäferen	Verb	2.	tüchtig trinken	['tüchtig trinken']	Trinken.Schnell_große_Mengen_trinken 								
EP00429	packen	packen	Verb	5.	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
EP01277	panschen, banschen	panschen, banschen	Verb	4.	viel, tüchtig essen oder trinken	['viel', 'tüchtig essen oder trinken']	Trinken.Schnell_große_Mengen_trinken								
EP01858	bürsten	bürsten	Verb	3.	viel trinken	['viel trinken']	Trinken.Schnell_große_Mengen_trinken								
EP01859	us bursten	us bursten	Verb	2.	austrinken	['austrinken']	Trinken.Austrinken			austrinken	Trinken.Austrinken				Trinken.Austrinken
EP02088	busen	busen	Verb	2.	trinken, den Durst löschen	['trinken, den Durst löschen']	Trinken								
EP02832	pfëtzen 	pfëtzen	Verb	6.	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
EP03365	blasen	blasen	Verb	2.	trinken, gern und viel	['trinken', 'gern und viel']	Trinken.Schnell_große_Mengen_trinken					trinken	gern und viel	Trinken	Trinken
EP03369	us blasen	us blasen	Verb	2.	austrinken	['austrinken']	Trinken.Alkohol_trinken;Trinken.Austrinken			austrinken	Trinken.Austrinken				Trinken.Austrinken
ES00272	seiflen	seiflen	Verb	5.	geräuschvoll und anhaltend trinken	['geräuschvoll und anhaltend trinken']	Trinken.Geräuschvoll_trinken; Trinken.Häufig_lange_trinken								
ES00280	sufen	sufen	Verb	1.	saufen, vom Vieh	['saufen', 'vom Vieh']	Trinken					saufen	vom Vieh	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken
ES00280	sufen	sufen	Verb	2.	grob von Menschen gesagt, trinken	['grob von Menschen gesagt', 'trinken']	Trinken					trinken	grob von Menschen gesagt	Trinken	Trinken
ES00286	us sufen	us sufen	Verb		leer saufen, leer trinken	['leer saufen', 'leer trinken']	Trinken.Austrinken					leer trinken	leer saufen	Trinken.Austrinken	Trinken.Austrinken
ES00306	süfflen, säufflen	süfflen, säufflen	Verb	1.	trinken, mehr scherzhaft gesagt	['trinken', 'mehr scherzhaft gesagt']	Trinken					trinken	mehr scherzhaft gesagt	Trinken	Trinken
ES00306	süfflen, säufflen	süfflen, säufflen	Verb	2.	kleine Schlücke nehmen, aber anhaltend dabei bleiben	['kleine Schlücke nehmen', 'aber anhaltend dabei bleiben']	Trinken.Langsam_kleine_Mengen_trinken; Trinken.Häufig_lange_trinken								
ES00608	suckelen	suckelen	Verb		langsam saugen	['langsam saugen']	Trinken.Langsam_kleine_Mengen_trinken								
ES01152	surpfen	surpfen	Verb	2.	mit Geräusch trinken oder vom Löffel schmatzen	['mit Geräusch trinken oder vom Löffel schmatzen']	Trinken.Geräuschvoll_trinken								
ES02175	schuren II	schuren	Verb	2.	nach einer Hochzeit bei den Eingeladenen von Haus zu Haus gehen und zechen: die Männer trinken Wein, die Frauen Kaffee Andolsh. u. Umg	['nach einer Hochzeit bei den Eingeladenen von Haus zu Haus gehen und zechen: die Männer trinken Wein, die Frauen Kaffee Andolsh. u. Umg']	Trinken; Trinken.Alkohol_trinken								
ES02377 	schaskenen 	schaskenen	Verb		trinken	['trinken']	Trinken			trinken	Trinken				Trinken
ES02451	dran schütten	dran schütten	Verb		trinken	['trinken']	Trinken			trinken	Trinken				Trinken
ES02583	schleifen, schleipfen	schleifen, schleipfen	Verb	5.	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
ES02767	schlamperen	schlamperen	Verb	2.	die Tränke saufen, vom Vieh; verächtlich auch vom Menschen	['die Tränke saufen', 'vom Vieh', 'verächtlich auch vom Menschen']	Trinken								
ES03013	schletzen	schletzen	Verb	2.	gierig, essen oder trinken	['gierig', 'essen oder trinken']	Trinken.Schnell_große_Mengen_trinken 								
ES03030	schlutzen, schlotzen	schlutzen, schlotzen	Verb	2.	schlürfen, mit Wohlbehagen trinken	['schlürfen', 'mit Wohlbehagen trinken']	Trinken.Geräuschvoll_trinken					schlürfen	mit Wohlbehagen trinken	Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken
ES03507	schnapsen	schnapsen	Verb	1.	Schnaps trinken	['Schnaps trinken']	Trinken.Alkohol_trinken								
ES03508	schnäpslen	schnäpslen	Verb	1.	Schnäpschen trinken	['Schnäpschen trinken']	Trinken.Alkohol_trinken								
ES03812	schwächen	schwächen	Verb		trinken, zechen, saufen	['trinken', 'zechen', 'saufen']	Trinken.Alkohol_trinken					trinken; zechen; saufen		Trinken; Trinken.Alkohol_trinken	Trinken; Trinken.Alkohol_trinken
ES03991	schwerzen	schwerzen	Verb	2.	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
ES04525	spritzen, spretzen	spritzen, spretzen	Verb	4.	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
ES04592	stäüben	stäüben	Verb	6.	derb für trinken	['derb für trinken']	Trinken								
ET00171	düchlen	düchlen	Verb	3.	scherzh. trinken	['scherzh. trinken']	Trinken								
ET00270	dudlen, düdlen	dudlen, düdlen	Verb	3.	zechen, trinken	['zechen', 'trinken']	Trinken; Trinken.Alkohol_trinken					zechen; trinken		Trinken; Trinken.Alkohol_trinken	Trinken; Trinken.Alkohol_trinken
ET01807	trudlen, truttlen	trudlen, truttlen	Verb	5.	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
ET02159	trinken	trinken	Verb		trinken	['trinken']	Trinken	trinken	Trinken	trinken	Trinken				Trinken
ET02161	nach trinken	nach trinken	Verb		einem andern nachtrinken, nach einem andern aus demselben Glas trinken	['einem andern nachtrinken', 'nach einem andern aus demselben Glas trinken']	Trinken								
EZ00046	zëchen 	zëchen	Verb	2.	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
EZ00154	ziehe(n), ziegen	ziehen, ziehe, ziegen	Verb	2.	gierig trinken	['gierig trinken']	Trinken.Schnell_große_Mengen_trinken 	ziehen	Trinken						Trinken; 
LB00626	be-schipsen	beschipsen	Verb	2.	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
LB00676	be-trinken	betrinken	Verb		sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken	betrinken	Trinken.Alkohol_trinken						Trinken.Alkohol_trinken; 
LB01560	bruddelen	bruddelen	Verb	2.	mit Geräusch Wasser schlürfen (vom Vieh)	['mit Geräusch Wasser schlürfen (vom Vieh)']	Trinken.Geräuschvoll_trinken								
LD00392	dieschten	dieschten	Verb		dursten	['dursten']	Durst			dursten	kein_Trinken				kein_Trinken
LD00590	tompen	tompen	Verb	2.	schlummern, nippen	['schlummern', 'nippen']	Trinken.Langsam_kleine_Mengen_trinken					nippen	schlummern	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken
LD00701	dranken	dranken	Verb		trinken	['trinken']	Trinken			trinken	Trinken				Trinken
LD00816	drenken	drenken	Verb		trinken	['trinken']	Trinken			trinken	Trinken				Trinken
LD00870	trinken	trinken	Verb		trinken	['trinken']	Trinken	trinken	Trinken	trinken	Trinken				Trinken
LD01185	tuten II	tuten	Verb		tüchtig trinken	['tüchtig trinken']	Trinken.Schnell_große_Mengen_trinken 								
LD01188	duttlen	duttlen	Verb		trinken, saugen	['trinken', 'saugen']	Trinken					trinken; saugen		Trinken	Trinken
LF00496	ver-lechen	verlechen	Verb	2.	austrocknen, verschmachten vor Durst	['austrocknen', 'verschmachten vor Durst']	Durst								
LL00146	läppsen	läppsen	Verb		nippen; essen od. trinken wie einer, dem es nicht recht schmeckt	['nippen', 'essen od. trinken wie einer, dem es nicht recht schmeckt']	Trinken.Langsam_kleine_Mengen_trinken					nippen	essen od. trinken wie einer, dem es nicht recht schmeckt	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken
LL00196	lebbern	lebbern	Verb		nippen' schlürfen	"[""nippen' schlürfen""]"	Trinken.Langsam_kleine_Mengen_trinken;Trinken.Geräuschvoll_trinken								
LL00467	literen	literen	Verb	2.	tüchtig trinken	['tüchtig trinken']	Trinken.Schnell_große_Mengen_trinken 								
LR00037	rädelen	rädelen	Verb	2.	zuviel essen od. trinken	['zuviel essen od. trinken']	Trinken.Schnell_große_Mengen_trinken								
LS00441	schepplen	schepplen	Verb		trinken, mit dem Nebenbegriff des Gewohnheitsmäßigen	['trinken', 'mit dem Nebenbegriff des Gewohnheitsmäßigen']	Trinken					trinken	mit dem Nebenbegriff des Gewohnheitsmäßigen	Trinken	Trinken
LS00742	schlirpsen	schlirpsen	Verb	1.	schlürfen beim Trinken	['schlürfen beim Trinken']	Trinken.Geräuschvoll_trinken								
LS00772	schlotzen	schlotzen	Verb	1.	schlürfen, mit Wohlbehagen trinken, schmatzen	['schlürfen', 'mit Wohlbehagen trinken', 'schmatzen']	Trinken.Geräuschvoll_trinken					schlürfen	mit Wohlbehagen trinken; schmatzen	Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken
LS00789	schluppen	schluppen	Verb		einen Schluck tun, zechen	['einen Schluck tun', 'zechen']	Trinken.Alkohol_trinken					zechen	einen Schluck tun	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken
LS00790	schlurben	schlurben	Verb	2.	schlürfen, geräuschvoll trinken	['schlürfen', 'geräuschvoll trinken']	Trinken.Geräuschvoll_trinken					schlürfen; geräuschvoll trinken		Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken
LS00824	schmatzen	schmatzen	Verb	2.	mit Wohlbehagen trinken	['mit Wohlbehagen trinken']	Trinken								
LS01070	schocken	schocken	Verb		anstoßen mit den Gläsern, um auf das Wohl jds. zu trinken	['anstoßen mit den Gläsern', 'um auf das Wohl jds. zu trinken']	Trinken								
LS01524	sifflen	sifflen	Verb		anhaltend u. viel trinken	['anhaltend u. viel trinken']	Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken								
LS02448	suffen	suffen	Verb		saufen	['saufen']	Trinken.Alkohol_trinken			saufen	Trinken.Alkohol_trinken				Trinken.Alkohol_trinken
LU00253	us-suffen	ussuffen	Verb		leer saufen	['leer saufen']	Trinken.Austrinken								
PA00305	ab-heben	abheben	Verb	I2f	einen trinken	['einen trinken']	Trinken.Alkohol_trinken								
PA00579	ab-saufen	absaufen	Verb	1a	oben heruntersaufen	['oben heruntersaufen']	Trinken								
PA00610	ab-schießen	abschießen	Verb	1c'a	einen (Wein) trinken	['einen (Wein) trinken']	Trinken.Alkohol_trinken	abschießen	Trinken.Alkohol_trinken						Trinken.Alkohol_trinken; 
PA00825	ab-trinken	abtrinken	Verb	1	von oben wegtrinken	['von oben wegtrinken']	Trinken								
PA00825	ab-trinken	abtrinken	Verb	2	ein Glas Bier oder Wein leeren	['ein Glas Bier oder Wein leeren']	Trinken.Alkohol_trinken;Trinken.Austrinken								
PA01737	an-dudeln	andudeln	Verb	-	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PA01739	an-duseln	anduseln	Verb	-	sich einen Dusel antrinken	['sich einen Dusel antrinken']	Trinken.Alkohol_trinken								
PA01829	an-feuchten	anfeuchten	Verb	2	einen trinken	['einen trinken']	Trinken.Alkohol_trinken								
PA02138	an-rauchen	anrauchen	Verb	2	sich einen kleinen Rausch antrinken	['sich einen kleinen Rausch antrinken']	Trinken.Alkohol_trinken								
PA02174	an-säufeln	ansäufeln	Verb	-	sich einen kleinen Rausch antrinken	['sich einen kleinen Rausch antrinken']	Trinken.Alkohol_trinken								
PA02175	an-saufen	ansaufen	Verb	1	mit dem Saufen (Trinken) beginnen	['mit dem Saufen (Trinken) beginnen']	Trinken								
PA02175	an-saufen	ansaufen	Verb	3	sich volltrinken	['sich volltrinken']	Trinken.Alkohol_trinken								
PA02176	an-säuseln	ansäuseln	Verb	1	sich leicht betrinken	['sich leicht betrinken']	Trinken.Alkohol_trinken								
PA02250	an-schwipsen	anschwipsen	Verb	-	sich einen Rausch antrinken	['sich einen Rausch antrinken']	Trinken.Alkohol_trinken								
PA02391	an-trudeln	antrudeln	Verb	2	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PA03164	auf-laden	aufladen	Verb	1b	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PA03607	aus-bürsten	ausbürsten	Verb	2	austrinken, leer trinken	['austrinken', 'leer trinken']	Trinken.Austrinken					austrinken; leer trinken		Trinken.Austrinken	Trinken.Austrinken
PA03624	aus-dudeln	ausdudeln	Verb	-	saugend austrinken	['saugend austrinken']	Trinken.Austrinken								
PA03730	aus-gluckern	ausgluckern	Verb	-	austrinken	['austrinken']	Trinken.Austrinken			austrinken	Trinken.Austrinken				Trinken.Austrinken
PA03809	aus-läppern	ausläppern	Verb	-	in kleinen Schlucken austrinken	['in kleinen Schlucken austrinken']	Trinken.Austrinken;Trinken.Langsam_kleine_Mengen_trinken								
PA03882	aus-pitschen	auspitschen	Verb	-	austrinken	['austrinken']	Trinken.Alkohol_trinken;Trinken.Austrinken			austrinken	Trinken.Austrinken				Trinken.Austrinken
PA03957	aus-saufen	aussaufen	Verb	1	leer saufen	['leer saufen']	Trinken.Austrinken								
PA04011	aus-schöppeln	ausschöppeln	Verb	-	zu Ende schöppeln, trinken	['zu Ende schöppeln', 'trinken']	Trinken.Alkohol_trinken;Trinken.Austrinken					trinken	zu Ende schöppeln	Trinken	Trinken
PA04077	aus-stauben	ausstauben	Verb	3	austrinken	['austrinken']	Trinken.Austrinken			austrinken	Trinken.Austrinken				Trinken.Austrinken
PA04127	aus-trinken	austrinken	Verb	-	durch Trinken leer machen	['durch Trinken leer machen']	Trinken.Austrinken	austrinken	Trinken.Austrinken						Trinken.Austrinken; 
PB00514	bambuschieren	bambuschieren	Verb	-	zechen	['zechen']	Trinken.Alkohol_trinken			zechen	Trinken.Alkohol_trinken				Trinken.Alkohol_trinken
PB00550	bamscheln	bamscheln	Verb	-	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PB00551	bamschen	bamschen	Verb	-	viel trinken, saufen	['viel trinken', 'saufen']	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken					saufen	viel trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken
PB00669	panschen	panschen	Verb	3	zechen, saufen	['zechen', 'saufen']	Trinken.Alkohol_trinken					zechen; saufen		Trinken.Alkohol_trinken	Trinken.Alkohol_trinken
PB01491	bechern	bechern	Verb	-	viel trinken, zechen	['viel trinken', 'zechen']	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	bechern	Trinken.Alkohol_trinken			zechen	viel trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken
PB01537	be-diaduseln	bediaduseln	Verb	-	betrinken	['betrinken']	Trinken.Alkohol_trinken			betrinken	Trinken.Alkohol_trinken				Trinken.Alkohol_trinken
PB01548	be-dudeln	bedudeln	Verb	2	betrinken	['betrinken']	Trinken.Alkohol_trinken			betrinken	Trinken.Alkohol_trinken				Trinken.Alkohol_trinken
PB01633	be-hauen	behauen	Verb	2a	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PB01838	be-ledern	beledern	Verb	-	betrinken	['betrinken']	Trinken.Alkohol_trinken			betrinken	Trinken.Alkohol_trinken				Trinken.Alkohol_trinken
PB01910	bemschen	bemschen	Verb	3	tüchtig trinken	['tüchtig trinken']	Trinken.Schnell_große_Mengen_trinken								
PB01928	be-nebeln	benebeln	Verb	-	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PB02056	perlen	perlen	Verb	'1.1.	trinken	['trinken']	Trinken			trinken	Trinken				Trinken
PB02122	be-rußen	berußen	Verb	2	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PB02130	be-sabeln	besabeln	Verb	1	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PB02133	be-saufen	besaufen	Verb	-	besaufen	['besaufen']	Trinken.Alkohol_trinken	besaufen	Trinken.Alkohol_trinken	besaufen	Trinken.Alkohol_trinken				Trinken.Alkohol_trinken
PB02138	be-schaskeln, -schassen	beschaskeln, beschassen	Verb	-	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PB02160	be-schlagen	beschlagen	Verb	2	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PB02172	be-schnussen	beschnussen	Verb	-	betrinken	['betrinken']	Trinken.Alkohol_trinken			betrinken	Trinken.Alkohol_trinken				Trinken.Alkohol_trinken
PB02193	be-seibeln	beseibeln	Verb	2	betrinken	['betrinken']	Trinken.Alkohol_trinken			betrinken	Trinken.Alkohol_trinken				Trinken.Alkohol_trinken
PB02354	be-trudeln	betrudeln	Verb	-	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PB02495	be-tutern	betutern	Verb	-	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PB02576	be-zechen	bezechen	Verb	-	sich betrinken	['sich betrinken']	Trinken.Alkohol_trinken								
PB02917	pfetzen	pfetzen	Verb	6	trinken	['trinken']	Trinken.Alkohol_trinken			trinken	Trinken				Trinken
