xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Definition_gesplittet	Konzept	Lemma_gemappt	Konzept_Lemma	Def_kurz_gemappt	Konzept_Def_kurz	Def_lang_gemappt	Def_lang_ungemappt	Konzept_Def_lang	Satzwurzel	Konzept_Satzwurzel	Konzept_gemappt
PS04256	Schnapser	Schnapser	Substantiv	1	wer gerne und oft Schnaps trinkt	['wer gerne und oft Schnaps trinkt']	kein_Trinken								trinken	Trinken	Trinken
PS04258	Schnaps-fahne	Schnapsfahne	Substantiv	-	nach Schnaps riechender Atem	['nach Schnaps riechender Atem']	kein_Trinken										kein_Trinken
PS04260	Schnaps-flasche	Schnapsflasche	Substantiv	-	Glasflasche für Branntwein	['Glasflasche für Branntwein']	kein_Trinken										kein_Trinken
PS04276	Schnaps-kneipe	Schnapskneipe	Substantiv	-	Gasthaus, das vorwiegend zum Zweck des Trinkens besucht wird	['Gasthaus, das vorwiegend zum Zweck des Trinkens besucht wird']	kein_Trinken										kein_Trinken
PS04279	Schnaps-kram	Schnapskram	Substantiv	-	Schnapsausschank	['Schnapsausschank']	kein_Trinken			Schnapsausschank	kein_Trinken						kein_Trinken
PS04281	Schnaps-laden	Schnapsladen	Substantiv	-	Branntweinausschank, meist mit Kramladen verbunden	['Branntweinausschank', 'meist mit Kramladen verbunden']	kein_Trinken										kein_Trinken
PS04283	Schnaps-nase	Schnapsnase	Substantiv	1a	blaurot verfärbte, aufgedunsene Nase eines Gewohnheitstrinkers	['blaurot verfärbte', 'aufgedunsene Nase eines Gewohnheitstrinkers']	kein_Trinken										kein_Trinken
PS04286	Schnaps-rausch	Schnapsrausch	Substantiv	-	durch Genuß von zuviel Schnaps eintretende Bewußtseinsverwirrung	['durch Genuß von zuviel Schnaps eintretende Bewußtseinsverwirrung']	kein_Trinken										kein_Trinken
PS04288	Schnaps-saufen	Schnapssaufen	Substantiv	-	übermäßiger Genuß von Schnaps	['übermäßiger Genuß von Schnaps']	kein_Trinken										kein_Trinken
PS04290	Schnaps-teufel	Schnapsteufel	Substantiv	-	Personifizierung des Alkoholismus	['Personifizierung des Alkoholismus']	kein_Trinken										kein_Trinken
PS04293	Schnaps-vergiftung	Schnapsvergiftung	Substantiv	-	schwere Vergiftung durch übermäßigen Genuß von Branntwein	['schwere Vergiftung durch übermäßigen Genuß von Branntwein']	kein_Trinken										kein_Trinken
PS04295	Schnaps-wirtschaft	Schnapswirtschaft	Substantiv	-	Gasthaus mit Schnapsausschank	['Gasthaus mit Schnapsausschank']	kein_Trinken										kein_Trinken
PS05058	Schöppeler	Schöppeler	Substantiv	-	Säufer	['Säufer']	kein_Trinken			Säufer	kein_Trinken						kein_Trinken
PS05069	Schoppen-pitscher	Schoppenpitscher	Substantiv	-	wer gerne einen Schoppen Wein trinkt	['wer gerne einen Schoppen Wein trinkt']	kein_Trinken								trinken	Trinken	Trinken
PS05070	Schoppen-schlücker	Schoppenschlücker	Substantiv	-	wer gerne einen Schoppen trinkt, Säufer	['wer gerne einen Schoppen trinkt', 'Säufer']	kein_Trinken								trinken	Trinken	Trinken
PS05071	Schoppen-stecher	Schoppenstecher	Substantiv	-	wer gerne einen Schoppen trinkt, Säufer	['wer gerne einen Schoppen trinkt', 'Säufer']	kein_Trinken								trinken	Trinken	Trinken
PS05075	Schöppler	Schöppler	Substantiv	-	Trinker	['Trinker']	kein_Trinken			Trinker	kein_Trinken						kein_Trinken
PS05208	schräg, schrägs	schräg, schrägs	Adjektiv	2	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
PS05507	schucker	schucker	Substantiv	1	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
PS06081	Schwan	Schwan	Substantiv	2	Name von Gasthäusern	['Name von Gasthäusern']	kein_Trinken										kein_Trinken
PS06097	Schwanen-wirt, -wirtin	Schwanenwirt, Schwanenwirtin	Substantiv	-	"Wirt, Wirtin eines Gasthauses ""Zum Schwanen"""	"['Wirt', 'Wirtin eines Gasthauses ""Zum Schwanen""']"	kein_Trinken										kein_Trinken
PS06109	schwanken	schwanken	Verb	1b	sich schwankend fortbewegen, taumelnd gehen (bes. von Betrunkenen)	['sich schwankend fortbewegen', 'taumelnd gehen (bes. von Betrunkenen)']	kein_Trinken										kein_Trinken
PS06119	Schwänzel-bübchen	Schwänzelbübchen	Substantiv	-	Kellner	['Kellner']	kein_Trinken			Kellner	kein_Trinken						kein_Trinken
PS06191	schwarz	schwarz	Adjektiv	2c'b	betrunken sein	['betrunken sein']	kein_Trinken										kein_Trinken
PS06206	Schwarz-brenner	Schwarzbrenner	Substantiv	-	wer unerlaubt Schnaps brennt	['wer unerlaubt Schnaps brennt']	kein_Trinken										kein_Trinken
PS06285	Schwätz-wasser	Schwätzwasser	Substantiv	-	Schwätzwasser haben = betrunken, angetrunken sein	['Schwätzwasser haben = betrunken', 'angetrunken sein']	kein_Trinken								antrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken
PS06297	Schwede	Schwede	Substantiv	2	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
PS06623	Schwips	Schwips	Substantiv	-	leichter Alkoholrausch	['leichter Alkoholrausch']	kein_Trinken										kein_Trinken
PS06625	schwipsig	schwipsig	Adjektiv	-	angeheitert, leicht betrunken	['angeheitert', 'leicht betrunken']	kein_Trinken										kein_Trinken
PS06628	Schwitte	Schwitte	Substantiv	3	kleines Glas Wein, Viertelchen	['kleines Glas Wein', 'Viertelchen']	kein_Trinken										kein_Trinken
PS07146	selig	selig	Adjektiv	2b	angeheitert, betrunken	['angeheitert', 'betrunken']	kein_Trinken										kein_Trinken
PS07297	servieren	servieren	Verb	1	Essen, Getränke auftragen, auftischen	['Essen', 'Getränke auftragen', 'auftischen']	kein_Trinken										kein_Trinken
PS07298	Servier-frau, -fräulein	Servierfrau, Servierfräulein	Substantiv	-	Kellnerin, Bedienung im Gasthaus	['Kellnerin', 'Bedienung im Gasthaus']	kein_Trinken										kein_Trinken
PS07299	Servier-Mädchen	ServierMädchen	Substantiv	-	Mädchen, das serviert	['Mädchen, das serviert']	kein_Trinken										kein_Trinken
PS07301	Servier-spritze	Servierspritze	Substantiv	-	Kellnerin, Bedienung im Gasthaus	['Kellnerin', 'Bedienung im Gasthaus']	kein_Trinken										kein_Trinken
PS07972	Sonne	Sonne	Substantiv	4	Name von Gasthäusern	['Name von Gasthäusern']	kein_Trinken										kein_Trinken
PS08616	Speise-karte	Speisekarte	Substantiv	-	Speisekarte	['Speisekarte']	kein_Trinken			Speisekarte	kein_Trinken						kein_Trinken
PS08618	Speise-kellner	Speisekellner	Substantiv	-	Kellner, der Speisen aufträgt	['Kellner, der Speisen aufträgt']	kein_Trinken										kein_Trinken
PS08672	Spelunke	Spelunke	Substantiv	1	anspruchsloses, verkommenes, übelbeleumundetes Gasthaus	['anspruchsloses', 'verkommenes', 'übelbeleumundetes Gasthaus']	kein_Trinken										kein_Trinken
PS08876	Spiel-zettel	Spielzettel	Substantiv	-	einen Spielzettel haben = betrunken sein	['einen Spielzettel haben = betrunken sein']	kein_Trinken										kein_Trinken
PS09038	Spitz	Spitz	Substantiv	2a	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
PS09048	Spitz-bohnen	Spitzbohnen	Substantiv	-	Getreidekörner als Kaffee-Ersatz	['Getreidekörner als Kaffee-Ersatz']	kein_Trinken										kein_Trinken
PS09418	spritzen	spritzen	Verb	1b	ein Getränk mit Wasser verdünnen	['ein Getränk mit Wasser verdünnen']	kein_Trinken										kein_Trinken
PS09424	Spritzer	Spritzer	Substantiv	3	leichterer Rausch durch Alkohol	['leichterer Rausch durch Alkohol']	kein_Trinken										kein_Trinken
PS09466	Sprudel-flasche	Sprudelflasche	Substantiv	-	Flasche für Mineralwasser	['Flasche für Mineralwasser']	kein_Trinken										kein_Trinken
PS09628	Stab-aus	Stabaus	Substantiv	5	betrunken sein	['betrunken sein']	kein_Trinken										kein_Trinken
PS09634	Stäbel	Stäbel	Substantiv	5	Alkoholrausch	['Alkoholrausch']	kein_Trinken			Alkoholrausch	kein_Trinken						kein_Trinken
PS09911	Stamm-gast	Stammgast	Substantiv	-	wer oft in derselben Wirtschaft einkehrt, am selben Platz sitzt	['wer oft in derselben Wirtschaft einkehrt', 'am selben Platz sitzt']	kein_Trinken										kein_Trinken
PS09912	Stamm-glas	Stammglas	Substantiv	-	persönliches Trinkglas des Stammgastes in der Wirtschaft	['persönliches Trinkglas des Stammgastes in der Wirtschaft']	kein_Trinken										kein_Trinken
PS09918	Stamm-kneipe	Stammkneipe	Substantiv	-	die Wirtschaft, in die man regelmäßig zu gehen pflegt	['die Wirtschaft', 'in die man regelmäßig zu gehen pflegt']	kein_Trinken										kein_Trinken
PS09920	Stamm-lokal	Stammlokal	Substantiv	-	die Wirtschaft, in die man regelmäßig zu gehen pflegt	['die Wirtschaft', 'in die man regelmäßig zu gehen pflegt']	kein_Trinken										kein_Trinken
PS09923	Stamm-tisch	Stammtisch	Substantiv	2	regelmäßige Wirtshausbesuche von Stammgästen	['regelmäßige Wirtshausbesuche von Stammgästen']	kein_Trinken										kein_Trinken
PS09924	Stammtisch-bruder	Stammtischbruder	Substantiv	-	wer zum Stammtisch geht	['wer zum Stammtisch geht']	kein_Trinken										kein_Trinken
PS09927	Stamm-wirtschaft	Stammwirtschaft	Substantiv	-	die Wirtschaft, in die man regelmäßig zu gehen pflegt	['die Wirtschaft', 'in die man regelmäßig zu gehen pflegt']	kein_Trinken										kein_Trinken
PS09941	stampferig	stampferig	Adjektiv	1	angetrunken, betrunken	['angetrunken', 'betrunken']	kein_Trinken								antrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken
PS09970	Ständer	Ständer	Substantiv	5b	Säufer, Trunkenbold	['Säufer', 'Trunkenbold']	kein_Trinken										kein_Trinken
PS10105	staubig	staubig	Adjektiv	2a	mehr oder weniger betrunken	['mehr oder weniger betrunken']	kein_Trinken										kein_Trinken
PS10172	Stecher	Stecher	Substantiv	1d	der Stechheber, mit dem man Weinproben zieht	['der Stechheber', 'mit dem man Weinproben zieht']	kein_Trinken										kein_Trinken
PS10177	stechgranaten-voll	stechgranatenvoll	Adjektiv	-	volltrunken, besoffen	['volltrunken', 'besoffen']	kein_Trinken										kein_Trinken
PS10178	Stech-hahnen, Stech-hahn	Stechhahnen, Stechhahn	Substantiv	-	Vorrichtung am Faß zum Ablassen von Wein, Bier usw.	['Vorrichtung am Faß zum Ablassen von Wein', 'Bier usw.']	kein_Trinken								Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier
PS10179	Stech-heber	Stechheber	Substantiv	-	unten spitzes, offenes Gerät, um Weinproben aus dem Faß zu nehmen	['unten spitzes', 'offenes Gerät', 'um Weinproben aus dem Faß zu nehmen']	kein_Trinken								nehmen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken
PS10185	stechkanonen-voll	stechkanonenvoll	Adjektiv	-	volltrunken	['volltrunken']	kein_Trinken			volltrunken	kein_Trinken						kein_Trinken
PS10261	Stefze, Stefzen	Stefze, Stefzen	Substantiv	2c	Alkoholrausch	['Alkoholrausch']	kein_Trinken			Alkoholrausch	kein_Trinken						kein_Trinken
PS10310	steif-voll	steifvoll	Adjektiv	-	stark betrunken	['stark betrunken']	kein_Trinken										kein_Trinken
PS10311	steifvoll-gesoffen	steifvollgesoffen	Adjektiv	-	stark betrunken	['stark betrunken']	kein_Trinken										kein_Trinken
PS10595	stemperig	stemperig	Adjektiv	-	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
PS10643	Stern, Sternen	Stern, Sternen	Substantiv	2b	Stern als Wirtshauszeichen	['Stern als Wirtshauszeichen']	kein_Trinken										kein_Trinken
PS10643	Stern, Sternen	Stern, Sternen	Substantiv	6b	Gasthausnamen	['Gasthausnamen']	kein_Trinken			Gasthausnamen	kein_Trinken						kein_Trinken
PS10661	sternenkanonen-voll, sternkanonen-voll	sternenkanonenvoll, sternkanonenvoll	Adjektiv	-	stark betrunken	['stark betrunken']	kein_Trinken										kein_Trinken
PS10669	Sternen-wirt, Stern-wirt	Sternenwirt, Sternwirt	Substantiv	-	Gastwirt eines Gasthauses mit Namen Stern	['Gastwirt eines Gasthauses mit Namen Stern']	kein_Trinken										kein_Trinken
PS10672	sterngranatenhagel-voll	sterngranatenhagelvoll	Adjektiv	-	stark betrunken	['stark betrunken']	kein_Trinken										kein_Trinken
PS10674	sterngranatenkrotten-voll	sterngranatenkrottenvoll	Adjektiv	-	stark betrunken	['stark betrunken']	kein_Trinken										kein_Trinken
PS10675	sterngranaten-voll	sterngranatenvoll	Adjektiv	-	stark betrunken	['stark betrunken']	kein_Trinken										kein_Trinken
PS10677	sternhagelgranaten-voll	sternhagelgranatenvoll	Adjektiv	-	stark betrunken	['stark betrunken']	kein_Trinken										kein_Trinken
PS10680	sternhagel-voll	sternhagelvoll	Adjektiv	-	stark betrunken	['stark betrunken']	kein_Trinken										kein_Trinken
PS10703	sterns-voll, stern-voll	sternsvoll, sternvoll	Adjektiv		stark betrunken	['stark betrunken']	kein_Trinken										kein_Trinken
PS10758	stichgranate-voll	stichgranatevoll	Adjektiv	-	stark betrunken	['stark betrunken']	kein_Trinken										kein_Trinken
PS10803	Stieben	Stieben	Substantiv	3	Alkoholrausch	['Alkoholrausch']	kein_Trinken			Alkoholrausch	kein_Trinken						kein_Trinken
PS10810	Stieben-süffer, Stieber-	Stiebensüffer, Stiebersüffer	Substantiv	-	Quartalssäufer	['Quartalssäufer']	kein_Trinken			Quartalssäufer	kein_Trinken						kein_Trinken
PS10811	Stieber	Stieber	Substantiv	3b'a	Rausch durch Alkohol, bes. vom Quartalsrausch	['Rausch durch Alkohol', 'bes. vom Quartalsrausch']	kein_Trinken										kein_Trinken
PS10811	Stieber	Stieber	Substantiv	3b'b	betrunkener Mensch	['betrunkener Mensch']	kein_Trinken										kein_Trinken
PS10815	Stiebes	Stiebes	Substantiv	2	Alkoholrausch	['Alkoholrausch']	kein_Trinken			Alkoholrausch	kein_Trinken						kein_Trinken
PS10820	Stiefel	Stiefel	Substantiv	1.2c	Wirtshausname	['Wirtshausname']	kein_Trinken			Wirtshausname	kein_Trinken						kein_Trinken
PS10820	Stiefel	Stiefel	Substantiv	1.2b	Alkoholrausch	['Alkoholrausch']	kein_Trinken			Alkoholrausch	kein_Trinken						kein_Trinken
PS10842	stiefel-steif	stiefelsteif	Adjektiv	2	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
PS10956	Stink-bude	Stinkbude	Substantiv	-	ein schlechtes Gasthaus	['ein schlechtes Gasthaus']	kein_Trinken										kein_Trinken
PS11264	Storax	Storax	Substantiv	2	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
PS11270	Storch	Storch	Substantiv	3	"Name eines Gasthauses ""Zum Storchen"""	"['Name eines Gasthauses ""Zum Storchen""']"	kein_Trinken										kein_Trinken
PS11316	Storren	Storren	Substantiv	8	Alkoholrausch	['Alkoholrausch']	kein_Trinken			Alkoholrausch	kein_Trinken						kein_Trinken
PS11339	Stoß	Stoß	Substantiv	9	ein kleiner Rausch	['ein kleiner Rausch']	kein_Trinken										kein_Trinken
PS11418	strack	strack	Adjektiv	1d	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
PS11432	strack-voll	strackvoll	Adjektiv	-	schwer betrunken	['schwer betrunken']	kein_Trinken										kein_Trinken
PS11474	stramig	stramig	Adjektiv	-	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
PS11504	Strand-kanone	Strandkanone	Substantiv	-	vom Zustand des Betrunkenen	['vom Zustand des Betrunkenen']	kein_Trinken										kein_Trinken
PS11616	Strauß	Strauß	Substantiv	2.1k	Strauß als Zeichen des Ausschanks an Straußwirtschaften	['Strauß als Zeichen des Ausschanks an Straußwirtschaften']	kein_Trinken										kein_Trinken
PS11631	Strauß-wirt	Straußwirt	Substantiv	-	Wirt einer Straußwirtschaft	['Wirt einer Straußwirtschaft']	kein_Trinken										kein_Trinken
PS11632	Strauß-wirtschaft	Straußwirtschaft	Substantiv	-	zeitlich begrenzter Gastwirtschaftsbetrieb	['zeitlich begrenzter Gastwirtschaftsbetrieb']	kein_Trinken										kein_Trinken
PS11667	Streiche	Streiche	Substantiv	1a	flaches Holz zum Abstreichen des Bierschaums	['flaches Holz zum Abstreichen des Bierschaums']	kein_Trinken										kein_Trinken
PS11694	Streifer	Streifer	Substantiv	2	leichter Alkoholrausch	['leichter Alkoholrausch']	kein_Trinken										kein_Trinken
PS11780	Strich	Strich	Substantiv	1b'b	Vermerk des Wirts über konsumierte Getränke	['Vermerk des Wirts über konsumierte Getränke']	kein_Trinken										kein_Trinken
PS11977	strubbelig	strubbelig	Adjektiv	2a	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
PS12192	Stuff	Stuff	Substantiv	2	Weinglas für 18 Liter	['Weinglas für 18 Liter']	kein_Trinken										kein_Trinken
PS12341	Sturm, Sturmen	Sturm, Sturmen	Substantiv	2b	Alkoholrausch	['Alkoholrausch']	kein_Trinken			Alkoholrausch	kein_Trinken						kein_Trinken
PS12346	Stürmer	Stürmer	Substantiv	2	Rausch durch Alkohol	['Rausch durch Alkohol']	kein_Trinken										kein_Trinken
PS12353	stürmisch	stürmisch	Adjektiv	2b	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
PS12382	Stürzen-becher	Stürzenbecher	Substantiv		ein Trinker	['ein Trinker']	kein_Trinken										kein_Trinken
PS12385	Stürzer	Stürzer	Substantiv	-	ein herumtorkelnder Betrunkener	['ein herumtorkelnder Betrunkener']	kein_Trinken										kein_Trinken
PS12520	Suff	Suff	Substantiv	1b	Zustand des Betrunkenseins, Rausch	['Zustand des Betrunkenseins', 'Rausch']	kein_Trinken										kein_Trinken
PS12521	Süff-chen	Süffchen	Substantiv	-	versoffener Kerl	['versoffener Kerl']	kein_Trinken										kein_Trinken
PS12523	Süffel	Süffel	Substantiv	-	Mensch, der gerne einen über den Durst trinkt, Trunkenbold	['Mensch, der gerne einen über den Durst trinkt', 'Trunkenbold']	kein_Trinken										kein_Trinken
PS12525	Süffer	Süffer	Substantiv	2a	wer etwas trinkt	['wer etwas trinkt']	kein_Trinken								trinken	Trinken	Trinken
PS12525	Süffer	Süffer	Substantiv	1	Säufer, Alkoholiker	['Säufer', 'Alkoholiker']	kein_Trinken										kein_Trinken
PS12527	Suff-hafen	Suffhafen	Substantiv	2	wer oft zuviel Alkohol trinkt	['wer oft zuviel Alkohol trinkt']	kein_Trinken								trinken	Trinken	Trinken
PS12528	süffig	süffig	Adjektiv	1	gut zu trinken, wohlschmeckend	['gut zu trinken', 'wohlschmeckend']	kein_Trinken								trinken	Trinken	Trinken
PS12528	süffig	süffig	Adjektiv	2	dem Alkohol zusprechend	['dem Alkohol zusprechend']	kein_Trinken										kein_Trinken
PS12529	Suff-kopf	Suffkopf	Substantiv	-	Säufer, Trunkenbold	['Säufer', 'Trunkenbold']	kein_Trinken										kein_Trinken
PS12530	Suff-kuh	Suffkuh	Substantiv	-	Säufer, Trunkenbold	['Säufer', 'Trunkenbold']	kein_Trinken										kein_Trinken
PS12531	Suff-lappen	Sufflappen	Substantiv	-	Säufer, Trunkenbold	['Säufer', 'Trunkenbold']	kein_Trinken										kein_Trinken
PS12532	Süffling	Süffling	Substantiv	-	Trinker, Alkoholiker	['Trinker', 'Alkoholiker']	kein_Trinken										kein_Trinken
PS12533	Suff-loch	Suffloch	Substantiv	-	Säufer, Trunkenbold	['Säufer', 'Trunkenbold']	kein_Trinken										kein_Trinken
PS12534	Suff-nase	Suffnase	Substantiv	-	Säufer, Trunkenbold	['Säufer', 'Trunkenbold']	kein_Trinken										kein_Trinken
PS12535	Suff-sack	Suffsack	Substantiv	-	Säufer, Trunkenbold	['Säufer', 'Trunkenbold']	kein_Trinken										kein_Trinken
PS12688	Surrer	Surrer	Substantiv	-	Rausch	['Rausch']	kein_Trinken			Rausch	kein_Trinken						kein_Trinken
PU00214	Über-sitz	Übersitz	Substantiv	-	das Sitzen im Wirtshaus nach der Sperrstunde	['das Sitzen im Wirtshaus nach der Sperrstunde']	kein_Trinken										kein_Trinken
PU00215	über-sitzen	übersitzen	Verb		über den Sperrstundentermin im Wirtshaus sitzen	['über den Sperrstundentermin im Wirtshaus sitzen']	kein_Trinken										kein_Trinken
PU01193	Uspes	Uspes	Substantiv	-	Wirt	['Wirt']	kein_Trinken			Wirt	kein_Trinken						kein_Trinken
PW00997	Wasser-hünkel	Wasserhünkel	Substantiv	3b	wer keinen Alkohol trinkt, Abstinenzler	['wer keinen Alkohol trinkt', 'Abstinenzler']	kein_Trinken								trinken	Trinken	Trinken
PW01125	Wasser-süffer	Wassersüffer	Substantiv	1	wer keine alkoholischen Getränke trinkt, Abstinenzler	['wer keine alkoholischen Getränke trinkt', 'Abstinenzler']	kein_Trinken								trinken	Trinken	Trinken
PW01506	weich	weich	Adjektiv	3c	mild, säure- und schwefelarm; trüb (vom Wein)	['mild', 'säure- und schwefelarm', 'trüb (vom Wein)']	kein_Trinken										kein_Trinken
PW01679	Wein-ausschank	Weinausschank	Substantiv	-	Weinausschank	['Weinausschank']	kein_Trinken			Weinausschank	kein_Trinken						kein_Trinken
PW01706	Wein-essig	Weinessig	Substantiv	-	aus Wein hergestellter Essig	['aus Wein hergestellter Essig']	kein_Trinken										kein_Trinken
PW01707	Wein-fahnen, Wein-fahne	Weinfahnen, Weinfahne	Substantiv	-	Atemgeruch nach Weingenuß	['Atemgeruch nach Weingenuß']	kein_Trinken										kein_Trinken
PW01712	Wein-flasche	Weinflasche	Substantiv	1	Weinflasche	['Weinflasche']	kein_Trinken			Weinflasche	kein_Trinken						kein_Trinken
PW01725	Wein-glocke	Weinglocke	Substantiv		Glocke, die nachts zum Schließen des Wirtshauses läutet	['Glocke, die nachts zum Schließen des Wirtshauses läutet']	kein_Trinken										kein_Trinken
PW01736	Wein-haus	Weinhaus	Substantiv	-	Weinwirtschaft	['Weinwirtschaft']	kein_Trinken			Weinwirtschaft	kein_Trinken						kein_Trinken
PW01748	Wein-knorzen	Weinknorzen	Substantiv	-	ein Weinkenner	['ein Weinkenner']	kein_Trinken										kein_Trinken
PW01775	Wein-probe	Weinprobe	Substantiv	-	das Versuchen verschiedener Weinsorten	['das Versuchen verschiedener Weinsorten']	kein_Trinken										kein_Trinken
PW01787	Wein-schank	Weinschank	Substantiv		Weinausschank, Ort und Recht des Weinausschankes	['Weinausschank', 'Ort und Recht des Weinausschankes']	kein_Trinken										kein_Trinken
PW01788	Wein-schankung	Weinschankung	Substantiv		Weinausschank	['Weinausschank']	kein_Trinken			Weinausschank	kein_Trinken						kein_Trinken
PW01789	Wein-schenke	Weinschenke	Substantiv	-	Gastwirtschaft mit Weinausschank	['Gastwirtschaft mit Weinausschank']	kein_Trinken										kein_Trinken
PW01790	wein-schenken	weinschenken	Verb		Wein ausschenken	['Wein ausschenken']	kein_Trinken										kein_Trinken
PW01799	wein-selig	weinselig	Adjektiv	-	betrunken	['betrunken']	kein_Trinken			betrunken	kein_Trinken						kein_Trinken
PW01811	Wein-stube	Weinstube	Substantiv	-	einfache Weingaststätte	['einfache Weingaststätte']	kein_Trinken										kein_Trinken
PW01813	Wein-süffer, -süffler	Weinsüffer, Weinsüffler	Substantiv	1	wer gerne Wein trinkt	['wer gerne Wein trinkt']	kein_Trinken								trinken	Trinken	Trinken
PW01825	Wein-wirt	Weinwirt	Substantiv	-	Gastwirt	['Gastwirt']	kein_Trinken			Gastwirt	kein_Trinken						kein_Trinken
PW01826	Wein-wirtschaft	Weinwirtschaft	Substantiv	-	Weinschenke	['Weinschenke']	kein_Trinken			Weinschenke	kein_Trinken						kein_Trinken
PW01828	Wein-zapf	Weinzapf	Substantiv		Weintrinker, Zechbruder	['Weintrinker', 'Zechbruder']	kein_Trinken										kein_Trinken
PW01853	weisen	weisen	Verb		durch amtliche Weinprüfer zum Ausschank bestimmen	['durch amtliche Weinprüfer zum Ausschank bestimmen']	kein_Trinken										kein_Trinken
PW02223	Wermut-bruder	Wermutbruder	Substantiv	-	Alkoholiker, der billigen Fusel trinkt	['Alkoholiker, der billigen Fusel trinkt']	kein_Trinken										kein_Trinken
PW02673	wild	wild	Adjektiv		im Wirtshausnamen	['im Wirtshausnamen']	kein_Trinken										kein_Trinken
PW02789	Wind	Wind	Substantiv	1.4	Alkoholrausch	['Alkoholrausch']	kein_Trinken			Alkoholrausch	kein_Trinken						kein_Trinken
PW03120	Winzer-keller	Winzerkeller	Substantiv	-	Weinausschank des örtlichen Winzervereines	['Weinausschank des örtlichen Winzervereines']	kein_Trinken										kein_Trinken
PW03183	Wirt	Wirt	Substantiv	1	wer ein Gasthaus mit Ausschank betreibt	['wer ein Gasthaus mit Ausschank betreibt']	kein_Trinken										kein_Trinken
PW03187	Wirtin	Wirtin	Substantiv	1	Wirtsfrau, Ehefrau des Gastwirtes	['Wirtsfrau', 'Ehefrau des Gastwirtes']	kein_Trinken										kein_Trinken
PW03189	Wirtschaft	Wirtschaft	Substantiv	1	Gasthaus, Lokal	['Gasthaus', 'Lokal']	kein_Trinken										kein_Trinken
PW03190	wirtschaften	wirtschaften	Verb	4	eine Gastwirtschaft betreiben	['eine Gastwirtschaft betreiben']	kein_Trinken										kein_Trinken
PW03193	Wirts-frau	Wirtsfrau	Substantiv	-	Frau des Gastwirtes, Wirtin	['Frau des Gastwirtes', 'Wirtin']	kein_Trinken										kein_Trinken
PW03195	Wirts-haus	Wirtshaus	Substantiv	-	Gastwirtschaft, Gaststätte	['Gastwirtschaft', 'Gaststätte']	kein_Trinken										kein_Trinken
PW03197	Wirtshaus-bruder	Wirtshausbruder	Substantiv	-	Wirtshausgänger	['Wirtshausgänger']	kein_Trinken			Wirtshausgänger	kein_Trinken						kein_Trinken
PW03199	Wirtshaus-gänger	Wirtshausgänger	Substantiv	-	wer oft ins Gasthaus geht	['wer oft ins Gasthaus geht']	kein_Trinken										kein_Trinken
PW03200	Wirtshaus-gast	Wirtshausgast	Substantiv	-	wer im Gasthaus einkehrt	['wer im Gasthaus einkehrt']	kein_Trinken										kein_Trinken
PW03201	Wirtshaus-geher	Wirtshausgeher	Substantiv	-	wer oft ins Gasthaus geht	['wer oft ins Gasthaus geht']	kein_Trinken										kein_Trinken
PW03202	Wirtshaus-geherei	Wirtshausgeherei	Substantiv	-	häufiger Besuch im Gasthaus	['häufiger Besuch im Gasthaus']	kein_Trinken										kein_Trinken
PW03204	Wirtshaus-hocker	Wirtshaushocker	Substantiv	-	wer oft ins Gasthaus geht	['wer oft ins Gasthaus geht']	kein_Trinken										kein_Trinken
PW03206	Wirtshaus-läufer	Wirtshausläufer	Substantiv	-	wer oft ins Gasthaus geht	['wer oft ins Gasthaus geht']	kein_Trinken										kein_Trinken
PW03208	Wirtshaus-schild	Wirtshausschild	Substantiv	-	Schild am Wirtshaus, oft mit symbolischer Darstellung des Namens	['Schild am Wirtshaus', 'oft mit symbolischer Darstellung des Namens']	kein_Trinken										kein_Trinken
PW03211	Wirts-leute	Wirtsleute	Substantiv	-	wer eine Gastwirtschaft betreibt	['wer eine Gastwirtschaft betreibt']	kein_Trinken										kein_Trinken
PW03212	Wirts-lokal	Wirtslokal	Substantiv	-	Wirtschaft	['Wirtschaft']	kein_Trinken			Wirtschaft	kein_Trinken						kein_Trinken
